acpi-support
gstreamer1.0-tools
gstreamer1.0-vaapi
gtk2-engines-murrine
guile-2.2-libs
gvfs-bin
hplip
hplip-data
hyphen-en-us
i965-va-driver
ibus-table
inputattach
intel-media-va-driver
kerneloops
liba52-0.7.4
libaacs0
libabw-0.1-1
libamtk-5-0
libamtk-5-common
libao-common
libao4
libaom0
libass9
libatk-adaptor
libatkmm-1.6-1v5
libatopology2
libavahi-ui-gtk3-0
libavcodec58
libavfilter7
libavformat58
libavutil56
libbabeltrace1
libbdplus0
libbluray2
libboost-date-time1.71.0
libboost-filesystem1.71.0
libboost-iostreams1.71.0
libboost-locale1.71.0
libbrlapi0.7
libbs2b0
libc6-dbg
libcairo-gobject-perl
libcairo-perl
libcairomm-1.0-1v5
libcc1-0
libcdr-0.1-1
libchromaprint1
libclucene-contribs1v5
libclucene-core1v5
libcmis-0.5-5v5
libcodec2-0.9
libcolamd2
libcue2
libcupsimage2
libcurl4
libdazzle-1.0-0
libdee-1.0-4
libdjvulibre-text
libdjvulibre21
libdmapsharing-3.0-2
libdotconf0
libdpkg-perl
libdvdnav4
libdvdread7
libdw1
libe-book-0.1-1
libeot0
libepubgen-0.1-1
libespeak-ng1
libetonyek-0.1-1
libevdocument3-4
libevent-2.1-7
libevview3-3
libexiv2-27
libexttextcat-2.0-0
libexttextcat-data
libextutils-depends-perl
libextutils-pkgconfig-perl
libfftw3-double3
libfftw3-single3
libfile-fcntllock-perl
libflite1
libfprint-2-2
libfprint-2-tod1
libfreehand-0.1-1
libfreerdp-client2-2
libfreerdp2-2
libfwupd2
libfwupdplugin1
libgamemode0
libgamemodeauto0
libgc1c2
libgcab-1.0-0
libgdm1
libgexiv2-2
libgif7
libgjs0g
libgles2
libglib-object-introspection-perl
libglib-perl
libglibmm-2.4-1v5
libglu1-mesa
libgme0
libgnome-autoar-0-0
libgnome-games-support-1-3
libgnome-games-support-common
libgnome-menu-3-0
libgnome-todo
libgom-1.0-0
libgpgmepp6
libgpod-common
libgpod4
libgrilo-0.3-0
libgsf-1-114
libgsf-1-common
libgsm1
libgspell-1-2
libgspell-1-common
libgstreamer-plugins-bad1.0-0
libgtk3-perl
libgtkmm-3.0-1v5
libgtksourceview-4-0
libgtksourceview-4-common
libgxps2
libhandy-0.0-0
libhpmud0
libigdgmm11
libiw30
libjuh-java
libjurt-java
libkpathsea6
liblangtag-common
liblangtag1
liblcms2-utils
liblilv-0-0
liblirc-client0
liblua5.3-0
liblzo2-2
libmhash2
libminiupnpc17
libmozjs-68-0
libmpeg2-4
libmspack0
libmspub-0.1-1
libmutter-6-0
libmwaw-0.3-3
libmysofa1
libmythes-1.2-0
libnatpmp1
libneon27-gnutls
libnorm1
libnotify-bin
libodfgen-0.1-1
libopencore-amrnb0
libopencore-amrwb0
libopenmpt0
liborcus-0.15-0
libpagemaker-0.0-0
libpam-fprintd
libpangomm-1.4-1v5
libpcaudio0
libpcre2-32-0
libpeas-1.0-0
libpeas-common
libpgm-5.2-0
libpkcs11-helper1
libpoppler-glib8
libpostproc55
libproxy1-plugin-gsettings
libproxy1-plugin-networkmanager
libqqwing2v5
libraptor2-0
librasqal3
libraw19
librdf0
libreoffice-base-core
libreoffice-calc
libreoffice-common
libreoffice-core
libreoffice-draw
libreoffice-gnome
libreoffice-gtk3
libreoffice-help-common
libreoffice-help-en-us
libreoffice-impress
libreoffice-math
libreoffice-ogltrans
libreoffice-pdfimport
libreoffice-style-breeze
libreoffice-style-colibre
libreoffice-style-elementary
libreoffice-style-tango
libreoffice-writer
librevenge-0.0-0
librhythmbox-core10
libridl-java
librsync2
librubberband2
libsane-hpaio
libserd-0-0
libsgutils2-2
libshine3
libsidplay1v5
libsigc++-2.0-0v5
libsmbios-c2
libsnappy1v5
libsonic0
libsord-0-0
libspectre1
libspeechd2
libsratom-0-0
libssh-gcrypt-4
libsuitesparseconfig5
libswresample3
libswscale5
libsynctex2
libsysmetrics1
libtepl-4-0
libtotem-plparser-common
libtotem-plparser18
libtotem0
libtracker-control-2.0-0
libtracker-miner-2.0-0
libtracker-sparql-2.0-0
libtss2-esys0
libu2f-udev
libunity-protocol-private0
libunity-scopes-json-def-desktop
libunity9
libuno-cppu3
libuno-cppuhelpergcc3-3
libuno-purpenvhelpergcc3-3
libuno-sal3
libuno-salhelpergcc3-3
libunoloader-java
libva-drm2
libva-wayland2
libva-x11-2
libva2
libvdpau1
libvidstab1.1
libvisio-0.1-1
libvncclient1
libwinpr2-2
libwmf0.2-7
libwmf0.2-7-gtk
libwnck-3-0
libwnck-3-common
libwpd-0.10-10
libwpg-0.3-3
libwps-0.4-4
libx264-155
libx265-179
libxcb-icccm4
libxcb-image0
libxcb-keysyms1
libxcb-render-util0
libxcb-res0
libxcb-xkb1
libxcb-xv0
libxkbcommon-x11-0
libxmlb1
libxmlsec1
libxmlsec1-nss
libxmlsec1-openssl
libxres1
libxvidcore4
libyajl2
libzmq5
libzvbi-common
libzvbi0
linux-generic-hwe-20.04
linux-headers-generic-hwe-20.04
linux-image-generic-hwe-20.04
linux-sound-base
lp-solve
media-player-info
memtest86+
mesa-va-drivers
mesa-vdpau-drivers
mscompress
mtools
mutter
mutter-common
mythes-en-us
nautilus
nautilus-sendto
nautilus-share
network-manager-config-connectivity-ubuntu
network-manager-openvpn
network-manager-openvpn-gnome
network-manager-pptp-gnome
ocl-icd-libopencl1
open-vm-tools
open-vm-tools-desktop
openprinting-ppds
openvpn
orca
patch
pcmciautils
pinentry-curses
pkg-config
plymouth-label
plymouth-theme-spinner
policykit-desktop-privileges
printer-driver-brlaser
printer-driver-c2esp
printer-driver-foo2zjs
printer-driver-foo2zjs-common
printer-driver-hpcups
printer-driver-m2300w
printer-driver-min12xxw
printer-driver-pnm2ppa
printer-driver-postscript-hp
printer-driver-ptouch
printer-driver-pxljr
printer-driver-sag-gdi
printer-driver-splix
python3-bcrypt
python3-brlapi
python3-dateutil
python3-debconf
python3-debian
python3-fasteners
python3-future
python3-lib2to3
python3-lockfile
python3-louis
python3-mako
python3-markupsafe
python3-monotonic
python3-paramiko
python3-pyatspi
python3-renderpm
python3-reportlab
python3-reportlab-accel
python3-software-properties
python3-speechd
python3-uno
python3-xkit
remmina
remmina-common
remmina-plugin-rdp
remmina-plugin-secret
remmina-plugin-vnc
rfkill
rhythmbox
rhythmbox-data
rhythmbox-plugin-alternative-toolbar
rhythmbox-plugins
sbsigntool
seahorse
secureboot-db
shotwell
shotwell-common
simple-scan
snapd
software-properties-common
software-properties-gtk
sound-icons
speech-dispatcher
speech-dispatcher-audio-plugins
speech-dispatcher-espeak-ng
spice-vdagent
squashfs-tools
switcheroo-control
syslinux
syslinux-common
syslinux-legacy
thermald
thunderbird
thunderbird-gnome-support
thunderbird-locale-en
thunderbird-locale-en-us
totem
totem-common
totem-plugins
tpm-udev
tracker
tracker-extract
tracker-miner-fs
transmission-common
transmission-gtk
ubuntu-desktop
ubuntu-desktop-minimal
ubuntu-drivers-common
ubuntu-release-upgrader-gtk
ubuntu-report
ubuntu-restricted-addons
ubuntu-session
ubuntu-settings
ubuntu-wallpapers
ubuntu-wallpapers-focal
unattended-upgrades
uno-libs-private
update-manager
update-notifier
update-notifier-common
ure
usb-creator-common
usb-creator-gtk
va-driver-all
vdpau-driver-all
vino
whoopsie
wireless-tools
x11-apps
x11-session-utils
xbitmaps
xbrlapi
xcursor-themes
xdg-desktop-portal
xdg-desktop-portal-gtk
xdg-user-dirs-gtk
xfonts-scalable
xinit
xinput
xorg
xorg-docs-core
xserver-xephyr
xul-ext-ubufox
xwayland
yaru-theme-gnome-shell
yaru-theme-gtk
yaru-theme-icon
yaru-theme-sound
zerofree
